date,price
11.04.2021,1744.1
11.04.2021,1744.1
11.04.2021,1744.1
11.04.2021,1744.1
11.04.2021,1744.1
11.04.2021,1744.1
11.04.2021,1744.1
11.04.2021,3744.1
11.04.2021,1744.1
11.04.2021,3744.1
